TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Phasianidae_Perdix_dauurica	8886855			300488435	257155697			60287041													7648892												
Phasianidae_Pternistis_castaneicollis								121663643																									
Trochilidae_Coeligena_bonapartei														269999278							259028007		259028225			259028081							
Burhinidae_Burhinus_capensis																												34597849					
Meliphagidae_Lichenostomus_chrysops													326378176								327321767												
Ptilonorhynchidae_Amblyornis_subalaris								4098259																									
Meliphagidae_Grantiella_picta	45385342							45385579					259018584								45385433												
Thamnophilidae_Percnostola_lophotes								157098270					157098136								157094409	157098404						221063195	221062975				
Passeridae_Estrilda_quartinia																					37674912												
Turdidae_Saxicola_torquata					224483553	224483539		82796723													165910438	224483601	224483609			306960013							
Campephagidae_Coracina_typica																		307147431			307147542					307147382							
Falconidae_Micrastur_semitorquatus		193879506	193880118				193879198	2231527	193880736	193881053	193881366		193999890	194000301	154529173		193881786	194021000		194241090				194021325	194205244		193880420	42525302		194240774	193878601	193878904	
Fringillidae_Carduelis_spinescens				195963938		198246368		33337419														198246504									195964017		
Lybiidae_Lybius_melanopterus								33521007																									
Furnariidae_Automolus_melanopezus																					299767135												
Turdidae_Turdus_simillimus	166707815							187371433										167369976								187481338							
Trochilidae_Polytmus_theresiae																					164613278		164613446			268320820							
Fringillidae_Ammodramus_savannarum					116831797	33318482		17222112													9972019												
Cracidae_Aburria_aburri	27884320			27884673	27884393	37720693		27884345						27884656							27884717		37720585					27884773	27884801				
Pardalotidae_Sericornis_humilis																					294471190												
Phasianidae_Francolinus_adspersus	112498257							4090612													110826096												
Thamnophilidae_Sakesphorus_melanothorax																					122935512	122935388											
Pittidae_Pitta_granatina																		113196723															
Timaliidae_Crossleyia_xanthophrys								15778178										324033967								324034115							
Procellariidae_Pterodroma_neglecta								3929455																									
Estrildidae_Poephila_personata								186703204																									
Paradisaeidae_Diphyllodes_magnificus								396723																									
Centropidae_Centropus_cupreicaudus								37528777													33622139												
Sylviidae_Phylloscopus_nitidus	62735789							1332562																									
Turdidae_Turdus_obsoletus	166707791							187371380										167369919			126216215	126216087				187481284							
Corvidae_Cyanocorax_cristatellus								283464452						283464491							283464366										283464499		
Muscicapidae_Copsychus_niger																					298504035												
Dendrocolaptidae_Dendrocincla_anabatina					169666755			86451942												289429435	291162754												
Fringillidae_Acanthidops_bairdii								21844716				33638017									194360101												
Ramphastidae_Aulacorhynchus_caeruleogularis								319759920													319759970												
Fringillidae_Carpodacus_nipalensis								18483314																									
Passeridae_Pytilia_phoenicoptera																					37674888												
Cerylidae_Chloroceryle_amazona					197254961																74272445							74272367					
Procellariidae_Pterodroma_feae								156118546																									
Phaethontidae_Phaethon_aethereus	559229					34500300								56131074																			
Accipitridae_Leucopternis_melanops	76009085					76009123		67038142					281308226	66736091							182895154												
Psittacidae_Cyanoliseus_patagonus	75678097				197255213	75677785		75677909													169787666							75678011		187765547	194246162	187949941	
Falconidae_Falco_rusticolus					116876941			165880321																				165880559					
Dicruridae_Dicrurus_aeneus				149783889				149783967										149286604			149783747												
Hirundinidae_Atticora_melanoleuca					116832709			61189650						62126125							60858254												
Estrildidae_Pytilia_phoenicoptera								186703236																									
Scolopacidae_Lymnocryptes_minimus	190411522				292390256			125662304													125662520							125662404					
Estrildidae_Amandava_subflava	19481497							186703180																									
Petroicidae_Petroica_boodang																				256532132	260176900												
Fringillidae_Leucosticte_atrata										29422754	29422718										223953849												
Trochilidae_Boissonneaua_flavescens														164613003									164613336			268320591							
Ardeidae_Egretta_caerulea					116832175			7208250																									
Muscicapidae_Copsychus_malabaricus					239507551			306959138													93211384							34582528			298504006		
Thamnophilidae_Sakesphorus_luctuosus								123998740					122935400	122935301							122935458	122935334						221063147	221062927				
Columbidae_Streptopelia_turtur					257156393			20466849						20466951							20466891												
Furnariidae_Synallaxis_cinnamomea								308197263						308197365							308197231	308197386											
Paridae_Parus_carolinensis					116832633			19908501																									
Rallidae_Laterallus_albigularis														28916027				113095078								113120357		112818877					
Cotingidae_Procnias_albus								94471858						45272255				94451639				45511401						241994315	241994675				
Sylviidae_Seicercus_grammiceps	54632205							54632833																									
Anatidae_Cygnus_melancoryphus	927600				197255225			204600483													190683664												
Laridae_Larus_marinus	190411518	193879488	193880102		116877175		193879182	212287894	193880724	193881037	193881348	193999528	193999878	194000283	154529157		193881777	194020982	193882020	194241072	125662512			194021307	194205226		193880402	34597853		194240758	193878584	193878889	
Fringillidae_Emberiza_citrinella					292390056			17222121		187471263	188526274			46325849							256259800					182894072							
Passeridae_Lagonosticta_sanguinodorsalis																					19481422												
Anatidae_Melanitta_perspicillata					117372331			190683554													190683680												
Muscicapidae_Ficedula_monileger								306959192										295001710			295001846							34582536					
Otididae_Afrotis_afraoides								30141378																									
Trochilidae_Eulampis_jugularis						19772727								57791844							57639836		164613522										
Estrildidae_Estrilda_melanotis								186703202																									
Turdidae_Zoothera_dohertyi								211909123													211909155												
Cotingidae_Lipaugus_fuscocinereus								94471842										94451625			86451885												
Turdidae_Turdus_merula	166707782				257156709			187371362		187471215	188526225							167369902			58618523	126216071				187481266							
Aegothelidae_Aegotheles_insignis								29409048																				94483154					
Turdidae_Turdus_feae								187371314										167369857			126216173					187481223							
Cracidae_Penelope_montagnii								55977952																									
Pycnonotidae_Calyptocichla_serina													156753228	89213043							89213115	89212943				149393659					264669115		
Pycnonotidae_Criniger_bres	18251096													62126087							89213173	89213001									264669109		
Phasianidae_Rhizothera_longirostris								182374715																									
Thamnophilidae_Myrmoborus_myotherinus								157098254					157098122					51104554			157094393	157098388											
Ramphastidae_Ramphastos_vitellinus						259089843		62547345													62547403												
Sylviidae_Hippolais_olivetorum								4691256																		254968156							
Procellariidae_Puffinus_bulleri					193237699			3420684																									
Ramphastidae_Capito_auratus								62546639																									
Timaliidae_Neomixis_viridis								5712271													115394731												
Fringillidae_Myioborus_albifrons					308224664	308224664		66062389					302703257					302703608	302703470		66270471	66270577								302703712			
Tyrannidae_Myiobius_sulphureipygius													157780328								157780513												
Muscicapidae_Myophonus_glaucinus								306959274										306959750															
Hirundinidae_Cecropis_semirufa								61189694													60858310												
Psittacidae_Eclectus_roratus	164520679			260100353				121308491			260100457										169787678									187765552	194246172	187949952	
Turdidae_Catharus_bicknelli					116876555			22034662						22034640							22034722												
Thamnophilidae_Thamnophilus_pelzelni								165987504													165987412												
Trochilidae_Lampornis_viridipallens	33521219			77745245	37518892			76445801													170785593												
Fringillidae_Aimophila_stolzmanni								219882384													219882466												
Psittacidae_Nestor_notabilis	164520682							33340943			260100443										169787722							154371702	154371704	187765568	194246212	187949994	
Fringillidae_Psarocolius_oseryi								18656888													18766864												
Fringillidae_Emberiza_cirlus								17222124													256259762					182894070							
Gruidae_Grus_virgo	2547294							896404						56131185																			
Passeridae_Uraeginthus_ianthinogaster																					37674898							157672486					
Picidae_Picumnus_spilogaster								94421633						94421618							99030672												
Rhinocryptidae_Scytalopus_vicinior								59797247						186659989							188529408												
Meliphagidae_Meliphaga_aruensis													109139915								109139875												
Dendrocolaptidae_Lepidocolaptes_squamatus								3420196													3420216												
Estrildidae_Lonchura_cantans								186703222		187471255	188526266										37675008							157672484	161019580				
Falconidae_Falco_novaeseelandiae								165880265																				165880507					
Nectariniidae_Promerops_cafer													196052531					74101482			74101520					196052689		38324463	38324967				
Sylviidae_Phylloscopus_olivaceus																					211996832												
Phalacrocoracidae_Phalacrocorax_purpurascens	12382952					12382999																											
Accipitridae_Busarellus_nigricollis	76009087				197254717	76009129		182895202					281308203								182895080							126212415					
Charadriidae_Erythrogonys_cinctus	190411509							125662278													125662494							125662382					
Thamnophilidae_Myrmeciza_hyperythra								157098324					157098190								157094463	157098458											
Tyrannidae_Tyranneutes_stolzmanni					118738555			156857622						45272258				165909021	294459504		294459562	45511407				165873900		241994377	241994737				
Timaliidae_Stachyris_poliocephala								61200329													319717988												
Dicaeidae_Dicaeum_monticolum																					256576079	256575995									256576130		
Corvidae_Oriolus_sagittatus																					308097306	308097246				308097198							
Psittacidae_Triclaria_malachitacea	75678110			260100317		75677853		56277925			260100425										56387598							75677997					
Coliidae_Urocolius_macrourus								33621742													33622131	3978370											
Acanthizidae_Origma_solitaria					290464542																								289584010				
Sturnidae_Sturnus_malabaricus					151336300	151336573							149729127	151336126				189035411			189035576					189035488				151336780	151335989		
Fringillidae_Creurgops_verticalis								37778959																									
Phasianidae_Scleroptila_africanus								121663633																									
Nectariniidae_Leptocoma_sericea					239507895			239508629																									
Trochilidae_Calliphlox_mitchellii																							164613484			268320597							
Fringillidae_Tachyphonus_coronatus					197257015			291163214																									
Dicaeidae_Dicaeum_trigonostigma	23297914				170674747			9972045													23297873	256575929									256576097		
Accipitridae_Spizaetus_lanceolatus								67038014													66734914												
Accipitridae_Buteo_albigula						281307610		182895224					281308169	182895008							182895102												
Psittacidae_Micropsitta_finschii	164520681	193879508	193880120	260100339			193879200	4099731		193881055	193881368	193999544	193999892		154529175		193881787	194021002	193882038	194241092	169787708			194021327	194205246		193880422			194240776	193878603	187949980	
Laridae_Chlidonias_hybridus					257154185			55419821													55417547												
Phasianidae_Scleroptila_finschi								121663631													110826124												
Campephagidae_Coracina_fimbriata					6469736													307147402			307147488												
Sturnidae_Aplonis_cinerascens					151336240	151336483							149729099	151336097							149729236									151336728	151335935		
Brachypteraciidae_Brachypteracias_leptosomus	19401354							19401381						112818782				113095050		111119222	19401416					113120299		13374322					
Corvidae_Oriolus_nigripennis																					308097316	308097258											
Passeridae_Lagonosticta_rhodopareia																					37674866												
Fringillidae_Serinus_totta								56549203																									
Phasianidae_Ptilopachus_nahani								121663749													110826120												
Fringillidae_Emberiza_leucocephalos					257154579			182893957													256259826					182894068							
Scolopacidae_Numenius_arquata					292390304	198401533		16265823																									
Dicaeidae_Dicaeum_hirundinaceum					239507909			239508652													99030112	256575931									256576098		
Dicruridae_Chaetorhynchus_papuensis													256576139					198449181			256576205	256576281						38324351	38324777		256576357		
Passeridae_Prunella_modularis	124108893							34501158			315488379		196052533					315488325			19481440	315487845				196052691		34501046					
Fringillidae_Euphonia_chlorotica					197255387			34501118										34538527										34501012					
Tyrannidae_Sublegatus_arenarum													157780437								157780521												
Motacillidae_Anthus_brachyurus								24899278													24899348												
Sturnidae_Mino_anais					151336266	151336522							149729112	151336110				93211326			149729262							34582552		151336752	151335957		
Hirundinidae_Psalidoprocne_fuliginosa								61189720													60858332												
Anatidae_Branta_canadensis	6318717				116876409			18447733													190683634												
Rhinocryptidae_Pteroptochos_castaneus														45272277								6714857						221063235	221062783				
Accipitridae_Trigonoceps_occipitalis								1050710													66734900							126212515					
Trochilidae_Stellula_calliope					116877945					29422736	29422682																						
Eurylaimidae_Eurylaimus_ochromalus																		34223532										85822723					
Passeridae_Plocepasser_mahali	19481505																				19481436												
Psittacidae_Psittinus_cyanurus											260100463																						
Trochilidae_Lampornis_hemileucus				77745243				76445819						164613074							164613240		164613410										
Menuridae_Menura_novaehollandiae		193879500	193880114	18845739			193879194	1477746		193881047	193881360	193999538		194000295	154529167		193881783	194020994	193882032	194241084	23499438			194021319	194205238	148970286	193880414	18845887	38324885	194240770	193878595	193878901	
Laridae_Larus_relictus								199601308																									
Passeridae_Ploceus_taeniopterus								165929879													165929797												
Muscicapidae_Ficedula_superciliaris								112888688													110348284	110348334				306959890							
Anatidae_Lophodytes_cucullatus					117372293			190683550													190683676												
Fringillidae_Dendroica_graciae					116876807	308224508		206573681					302703205					302703582	302703418		308224508									206573828			
Psittacidae_Platycercus_eximius	164520661							33340931			260100387										171705516												
Laridae_Sternula_albifrons					169882784			55419835													55417561												
Fringillidae_Euphonia_fulvicrissa				22085554		22085378		22085478													22085710												
Paridae_Remiz_pendulinus					292390478			19908555										34538569								196052703		38324473	38324987				
Procellariidae_Pachyptila_turtur	575340							3420662																									
Thamnophilidae_Myrmotherula_grisea								304272691					301323082								301323168	301322988											
Sylviidae_Eremomela_gregalis																										196052631							
Monarchidae_Terpsiphone_cinnamomea								24895103																									
Tyrannidae_Tyrannus_vociferans																												241994385	241994745				
Psittacidae_Psittacula_columboides								37788802													169787758									187765582	194246245	187950026	
Fringillidae_Pipilo_albicollis								5531867													5106805												
Timaliidae_Illadopsis_cleaveri	30840837							30840758					193246130					253971495			194022136	193882317				229905351		253971654					
Maluridae_Amytornis_goyderi					310947924								310947986					310948018			310948045	310948077											
Fringillidae_Aimophila_notosticta								219882380													219882462												
Fringillidae_Icterus_mesomelas						6563051		6062899											297382528		6524474					33321455							
Columbidae_Petrophassa_plumifera								41393904						41393860																			
Tyrannidae_Myiornis_auricularis					159156325													165909071								165873952							
Phasianidae_Arborophila_rufipectus					260400356																												
Meropidae_Merops_superciliosus					327494252								154184412								156100653										154537661		
Sylviidae_Dromaeocercus_brunneus								324033867					196052467													196052627							
Sylviidae_Acrocephalus_arundinaceus					327475789			9988078					293652579								327134019	293652714				254968102							
Tyrannidae_Serpophaga_cinerea																					157780537							241994345	241994705				
Strigidae_Bubo_virginianus				5924137	7262864	193074742		5924233										193074608			193074524	193082423						171919881			193074440		
Anatidae_Somateria_mollissima					51101590			21780066													21780078												
Passeridae_Uraeginthus_cyanocephalus																					37674944												
Tinamidae_Crypturellus_variegatus																					299767149												
Muscicapidae_Myrmecocichla_albifrons								306959278										306959752															
Diomedeidae_Diomedea_dabbenena								1657712																									
Accipitridae_Aquila_verreauxii								56709391						66736047							66734978							56709252					
Nectariniidae_Nectarinia_oritis								12830620																									
Fringillidae_Euphagus_carolinus					51102146																6563161												
Fregatidae_Fregata_andrewsi	34542001					34500286		325461307																		325461445							
Furnariidae_Asthenes_steinbachi					197254647																												
Rhinocryptidae_Eugralla_paradoxa														186659987				307547542			188529412							221063247	221062795				
Muscicapidae_Oenanthe_leucopyga					110287907			306959300										306959763			269115878												
Corvidae_Loboparadisaea_sericea																		161015799										38324405	38324865				
Trochilidae_Selasphorus_calliope														164613123							164613292		164613460										
Pycnonotidae_Xanthomixis_tenebrosus													196052573	89213063				196052367			89213099	89212927				196052731							
Columbidae_Drepanoptila_holosericea	19423762							20339716																									
Muscicapidae_Eumyias_thalassina								306959268										295001706			211996704					295315404							
Sturnidae_Sturnus_pagodarum					151336312	151336591							149729133					189035413			189035578					189035492				151336792	151336000		
Sylviidae_Acrocephalus_schoenobaenus					292389710			9994441																		254968134							
Dicruridae_Rhipidura_verreauxi													256576199								256576271	256576347									256576411		
Ramphastidae_Ramphastos_cuvieri								7573881																									
Sylviidae_Cincloramphus_mathewsi																										324034166		32480968	60460270				
Procellariidae_Puffinus_newelli								37788751																									
Sturnidae_Melanotis_hypoleucus					151336332	151336624							149729144	151336144							149729340									151336816	151336024		
Meliphagidae_Epthianura_tricolor	45385339							45385573					259018581								45385689												
Trochilidae_Chlorostilbon_melanorhynchus														57791820							57639812		164613494			268320621							
Fringillidae_Basileuterus_leucoblepharus					197254697	34148684		308224892					302703163					302703561	302703376		308224382									302703689			
Fringillidae_Icterus_abeillei		160415613						113196973											297382490		6090628					33321435							
Nectariniidae_Nectarinia_alinae						37928571																37928531											
Meliphagidae_Acanthagenys_rufogularis	45385322				290464590			45385539					259018564								70727803												
Fringillidae_Eremopsaltria_mongolica																					223953637												
Psittacidae_Amazona_albifrons	34536863							37575019																									
Mohoidae_Moho_bishopi																												211998699					
Meliphagidae_Epthianura_crocea	45385338							45385571					259018580								45385537												
Anatidae_Tadorna_cana								190683576													190683702												
Bucconidae_Notharchus_macrorhynchos																					224998382												
Anatidae_Anser_canagica	6318716				116832071			204600489													190683606												
Pipridae_Lepidothrix_iris								156857598													62634100	62737806											
Fringillidae_Carduelis_flavirostris								33337433													223953625												
Rallidae_Gallirallus_owstoni	2801382							1718382																									
Columbidae_Didunculus_strigirostris	19423760							20339712																									
Nyctibiidae_Nyctibius_aethereus								1261955						112818812				37622401		256860205						113120373		13374288					
Bucerotidae_Aceros_nipalensis								302325270																									
Muscicapidae_Thamnolaea_semirufa								281704283													281704335												
Coccyzidae_Saurothera_vielloti				18087358																													
Charadriidae_Anarhynchus_frontalis	125662187							125662256													125662464							125662354					
Climacteridae_Cormobates_placens								23499340										23499406			23499426					148970276		23499370					
Phasianidae_Polyplectron_bicalcaratum								180037611						156139646							156139660									156139630			
Furnariidae_Leptasthenura_aegithaloides					197255693			158712095						156186538				159895195				156186571						221063019	221062823				
Campephagidae_Coracina_analis																					307147472												
Ptilonorhynchidae_Ailuroedus_crassirostris								501125										23499414			23499430							23499368					
Meliphagidae_Anthochaera_lunulata	45385327							45385549					259018569								45385407												
Phasianidae_Francolinus_sephaena	112498248							4090640													110826094												
Procellariidae_Puffinus_puffinus					116832677			3929461																									
Fringillidae_Melozone_leucotis								91992539													91992579												
Paridae_Parus_albiventris								19908549																									
Zosteropidae_Zosterops_pallidus	23297905							37594883													23297855	84374119											
Sylviidae_Acrocephalus_orientalis								47550628																		254968126							
Passeridae_Euplectes_hartlaubi								165929845													165929763												
Rallidae_Rallus_limicola		193879584	167987317		116877743		193879268		193880816	29422290	193881448	193999618	193999966	194000377	154529251	193881672	193881824	194021080		194241172				194021405	194205324		193880500			194240848	193878683		
Fringillidae_Aimophila_aestivalis						33318478		219882372													219882454												
Alcedinidae_Actenoides_concretus													154184375								74272451							74272373			154537625		
Cracidae_Ortalis_ruficauda								55977910																									
Muscicapidae_Cossypha_isabellae								32442093																									
Fringillidae_Aimophila_cassinii	21644721				116876243	33318474		21616563													21644771												
Fringillidae_Phrygilus_unicolor					197256361			156072808													156072580												
Trochilidae_Avocettula_recurvirostris														269999266							268320876		268320429			268320589							
Bucconidae_Malacoptila_semicincta	168805876							168805773													187480126												
Turdidae_Monticola_rufocinereus								132566402													132566458												
Pycnonotidae_Alophoixus_bres								15778166																									
Thamnophilidae_Microrhopias_quixensis								157098238					157098108					51104532			157094377	157098372						221063171	221062951				
Pachycephalidae_Colluricincla_megarhyncha								168986841													168986743							225795409					
Psittacidae_Psittacella_brehmii																													154371708				
Columbidae_Ptilinopus_regina								298113179													298113159												
Numididae_Numida_meleagris	1870730	193879518	167987305	1857850		198401610	193879208	342740	193880746	193881065	193881378	193999554	193999902	194000312	154529185	193881640	193881792	194021012	193882048	194241102	17222815			194021337	194205254		193880432			194240786	193878613	193878914	
Zosteropidae_Zosterops_olivaceus						84374068		84373895														84374203											
Thamnophilidae_Myrmeciza_exsul								157098244					157098112								157094383	157098378											
Falconidae_Daptrius_ater		193879440	193880062				193879136	2231509	193880674	193880986	193881294	193999484	193999827	194000230	154529105		193881751	194020931	193881968	194241018				194021255	194205176		193880354	42525288		194240708	193878530	193878847	
Nectariniidae_Nectarinia_sovimanga						34501208		34501374														34501278											
Phasianidae_Polyplectron_napoleonis		272492337						18028455	272474426					156139648		272490572					156139664									156139632			
Rallidae_Rallus_aquaticus	2801380				292390462			5679384						156617694												156617611							
Fringillidae_Arremon_flavirostris					197254579			219882336													219882418												
Meropidae_Merops_leschenaulti																					156100675												
Procellariidae_Pterodroma_madeira								156118552																									
Trochilidae_Eutoxeres_aquila								37195395		29422733	29422676			57791846							57639838		164613524			268320677							
Laridae_Anous_tenuirostris	190411497							55419819						269852643				269852639			125662466							125662356					
Hemiprocnidae_Hemiprocne_comata								37812842												256860221	37812960												
Columbidae_Ptilinopus_victor					298113208			298113185													298113165												
Fringillidae_Palmeria_dolei								2367574																									
Fringillidae_Microligea_palustris				22085566	308224817	22085399		22085492					302703308					302703634	302703522		22085724									302703738			
Fringillidae_Tangara_fucosa								38606634													38606788												
Trochilidae_Campylopterus_curvipennis						312064987																											
Timaliidae_Illadopsis_rufipennis													196052487					196052361			194022198	193882385				196052647					220900501		
Caprimulgidae_Hydropsalis_brasiliana								74013640																									
Fringillidae_Icterus_maculialatus		297382400						6062898											297382526		6090657												
Psittacidae_Psittacula_alexandri		193879574	193880178					121308501		193881118	193881438	193999610	193999958		154529241		193881819	194021070	193882100	194241162				194021395	194205314		193880490			194240838	193878673		
Columbidae_Columba_vitiensis					298113196			298113167													298113147												
Fringillidae_Saltator_similis					197256713																												
Furnariidae_Limnornis_rectirostris								66821950										66821934										221063013	221062817				
Columbidae_Patagioenas_plumbea								7262952						7673327							11967368												
Apodidae_Aerodramus_vanikorensis		193879358	193879996				193879050	37812760		193880901	193881208	193999408	193999748	194000143	154529025		193881709	194020851	193881886	194240938	37812884		164613296	194021171	194205090	268320529	193880266			194240626	193878442	193878775	
Timaliidae_Alcippe_rufogularis								33413517										253971548			113912255					229905407		253971710					
Pycnonotidae_Tricholestes_criniger								15778168					293652555	89213055				293652664			89213163	89212991									264669152		
Meliphagidae_Lichenostomus_fuscus													326378190								327321781												
Fringillidae_Conothraupis_speculigera								2935060																									
Tyrannidae_Rhynchocyclus_fulvipectus																		165909059								165873940							
Tyrannidae_Anairetes_nigrocristatus								3746639													3746621												
Phasianidae_Phasianus_versicolor								34979614																									
Corvidae_Coracina_melaschistos				125487186				21309991													125487156												
Trochilidae_Amazilia_lactea														269999254							268320862		268320415			268320567							
Timaliidae_Alcippe_striaticollis								33413519													113912245												
Zosteropidae_Lophozosterops_superciliaris																					220900671	220900399				229905367		253971670					
Laridae_Larus_glaucescens					116832345			199601232																									
Gaviidae_Gavia_immer	559030	193879468	193880080		116876991	50254133	193879162	168805796	193880700	193881016	193881324	193999510		194000260	154529135	193881632	193881766	194020960	193881998	194241048	187480078	3978322	50254329	194021285	194205204		193880380	4973154		194240734	193878560	193878869	
Turdidae_Turdus_pilaris	124108908				292390622			187371398										167369937			126216235	126216109				187481301							
Strigidae_Megascops_atricapillus																												171919909					
Tyrannidae_Tityra_semifasciata					169666751			124366273						45272247							86451858	45511385						38324491	38325017				
Sturnidae_Gracula_religiosa					151336264	151336519							149729111	151336109				93211316			149729260					189035510		34582538		151336750			
Sylviidae_Phylloscopus_ogilviegranti	50845274							50845317										62735849															
Fringillidae_Tangara_florida								38606628													38606782												
Muscicapidae_Cinclidium_frontale																		295001684			295001820												
Anatidae_Anas_nesiotis	5738209					5759238																											
Pachycephalidae_Colluricincla_woodwardi								168986845													168986747												
Pycnonotidae_Pycnonotus_xanthorrhous	18251091													264669211							264669288	264669380									264669107		
Muscicapidae_Cercotrichas_barbata								306959372																		306960051							
Emeidae_Euryapteryx_geranoides	67090558				60267251			67090373														64311280											
Psittacidae_Aratinga_weddelli								56277843													56387516												
Alaudidae_Calandrella_rufescens					257153865			33636919																									
Dendrocolaptidae_Xiphorhynchus_flavigaster								23463192													23463162	23428697											
Bombycillidae_Phainopepla_nitens					116877451			21304613													218684126							32481002	218684154				
Fringillidae_Icterus_oberi				7716986		6563048		6062902											297382532		6524471												
Pelecanidae_Pelecanus_occidentalis	559225	193879542	193880150	15723211	116832509	34500309	193879230	2149208	193880770	193881086	193881402	193999574	193999924	194000336	154529209		193881804	194021034	193882070	194241126		50254305	50254333	194021361	194205278		193880456			194240806	193878637	193878934	
Spheniscidae_Pygoscelis_antarcticus	29365452				169882682			3420700																				75863945					
Formicariidae_Pittasoma_michleri								39981511						296012129							39752934	296012141											
Brachypteraciidae_Atelornis_pittoides	19401350							19401377													19401412												
Timaliidae_Timalia_pileata	30840864																											253971724					
Zosteropidae_Zosterops_rendovae																					220900747	220900469									220900611		
Fringillidae_Granatellus_sallaei								156072908													156072692												
Campephagidae_Coracina_pectoralis																		125487430															
Thamnophilidae_Myrmochanes_hemileucus								157098256					157098124					51104562			157094395	157098390						221063189	221062969				
Rallidae_Fulica_gigantea					197255433																												
Columbidae_Ptilinopus_leclancheri								7262986						7673344																			
Sylviidae_Phylloscopus_armandii								47078622																									
Trochilidae_Taphrolesbia_griseiventris														268320369							268320387		268320409										
Fringillidae_Vermivora_ruficapilla				22085582	117581286	13897828		8037982					302703298					302703629	302703512		8037964									302703733			
Platysteiridae_Platysteira_tonsa																					165941503												
Psittacidae_Pyrrhura_orcesi								60391131																									
Turdidae_Turdus_fulviventris	166707763							187371316										167369859			126216175	126216039				187481225							
Fringillidae_Icterus_cucullatus					116877045			6062883											297382502		6090640					33321443							
Trochilidae_Lesbia_victoriae														57791878							57639870		268320398			268320739							
Scolopacidae_Limnodromus_scolopaceus	21304626				169882612			21309869						56131115							125662516							34597803					
Columbidae_Claravis_pretiosa	148466951				148467063	148467235		7262934													148466989							148467407					
Certhiidae_Campylorhynchus_brunneicapillus					116876511			67044209				33638018																					
Trochilidae_Elvira_cupreiceps														57791836							57639828		164613512										
Hirundinidae_Hirundo_semirufa								4336169						62126167																			
Dendrocolaptidae_Dendrocincla_tyrannina								41327360					126253894					41327396		289429459	291162778												
Thamnophilidae_Thamnophilus_unicolor								115343811					122935444	122935323				51104518			122935502	122935378											
Alaudidae_Alauda_arvensis				18845683	116831781	74355931		4336171		187471246	315488423		156753292					34538499			168830909	315487877						18845835	38324755				
Mimidae_Toxostoma_ocellatum								6448805													5918784												
Trochilidae_Taphrospilus_hypostictus														57791926							57639918		164613596			268320832							
Tyrannidae_Platyrinchus_coronatus																												241994297	241994657				
Tyrannidae_Muscisaxicola_maclovianus					197255961																	12024848											
Fringillidae_Pyrrhula_leucogenis								319890635																									
Campephagidae_Coracina_azurea																		125487418								166209101							
Timaliidae_Pseudoalcippe_abyssinicus								38602384													187692624	193882393											
Columbidae_Columbina_minuta								7262940						7673321																			
Sylviidae_Cettia_brunnifrons																												32480966	60460268				
Laridae_Larus_belcheri								199601262																									
Certhiidae_Campylorhynchus_jocosus								67044219																									
Rallidae_Gallinula_galeata					327494068																												
Heliornithidae_Heliopais_personatus								94983638																									
Tyrannidae_Myiarchus_sagrae						33243801																											
Cotingidae_Lipaugus_vociferans																					86451887							241994177	241994537				
Furnariidae_Asthenes_ottonis								241865036					240018478					240018560															
Glareolidae_Glareola_pratincola					257154975			167676407													186688111												
Pycnonotidae_Phyllastrephus_strepitans													156753248					149393577								149393679							
Phasianidae_Centrocercus_minimus					116832039																												
Picidae_Dinopium_shorii								94421683						94421588							99030744												
Columbidae_Metriopelia_aymara					197255851																												
Fringillidae_Carduelis_chloris				195963836	257153961	198246267		17222091						46325833				195964031				198246400									195963967		
Dicaeidae_Dicaeum_igniferum																					256576055	256575971									256576118		
Pachycephalidae_Pachycephala_hyperythra																												38324437					
Meliphagidae_Lichenostomus_flavescens													326378182								327321773												
Rallidae_Porphyrio_martinica	1718358				51102142			1718364																									
Alcedinidae_Halcyon_ruficollaris																					74272457							74272379					
Trochilidae_Amazilia_amazilia																					268320860		268320413			268320559							
Timaliidae_Pteruthius_validirostris								149207938																									
Charadriidae_Charadrius_melodus					116876643																												
Laniidae_Lanius_nubicus								158512181																		289546285							
Fringillidae_Loxops_parva								183579213																									
Corvidae_Cyanocorax_affinis								283464418						283464487							283464338										283464495		
Phasianidae_Tetrao_mlokosiewiczi	6970162							6970188													14276272												
Accipitridae_Butastur_indicus	84578936							182895206													182895084												
Scolopacidae_Gallinago_nigripennis					219560553	257062428		257062418																									
Fringillidae_Sporophila_caerulescens					197256853			38946246																									
Tyrannidae_Muscisaxicola_frontalis					197255957																	12024842											
Nectariniidae_Nectarinia_erythrocerca						37928577																37928535											
